NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
San Juan,PUENTE NACIONAL,2022,DICIEMBRE,53564,117,592,123,0,2972,1632,248,5050,820,45,95,6716,0,71974,1157,609,0
Tampico,PUENTE NACIONAL,2022,DICIEMBRE,302094,3175,9262,2894,0,7288,3638,250,1782,343,16,4,1179,0,331925,1224,0,0
Tlacotalpan,PUENTE NACIONAL,2022,DICIEMBRE,44818,4509,1380,22,0,1232,510,43,222,32,0,0,36,0,52804,466,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,DICIEMBRE,253499,5366,8732,4316,16,23041,26256,4525,86180,14492,1301,551,45409,0,473684,1868,92,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,DICIEMBRE,16455,1540,183,3,0,727,219,45,788,152,6,0,11,0,20129,18,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,DICIEMBRE,3417,31,36,1,0,252,141,16,220,147,6,39,935,0,5241,17,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,DICIEMBRE,101366,204,0,0,0,83,4,1,0,0,0,0,0,0,101658,189,0,143439
Camargo,PÚENTE INTERNACIONAL,2022,DICIEMBRE,35919,36,0,0,0,61,104,6,1493,4,12,2,1446,0,39083,341,0,2812
Miguel Alemán,PÚENTE INTERNACIONAL,2022,DICIEMBRE,56216,37,6,55,0,129,87,29,2785,16,0,0,0,0,59360,315,0,17538
Reynosa,PÚENTE INTERNACIONAL,2022,DICIEMBRE,153566,303,161,925,0,82,11,8,0,0,0,0,0,0,155056,806,0,166466
   Línea Express,PÚENTE INTERNACIONAL,2022,DICIEMBRE,66224,0,0,0,0,0,0,0,0,0,0,0,0,0,66224,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,DICIEMBRE,51165,67,0,0,0,92,130,12,713,513,12,5,1656,0,54365,133,63,111963
Ojinaga,PÚENTE INTERNACIONAL,2022,DICIEMBRE,55920,17,18,121,5,773,139,144,735,27,23,39,0,0,57961,1101,0,5500
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,DICIEMBRE,8712,43936,91,70,0,29,0,0,0,0,0,0,0,8787,61625,8,0,39713
Piedras Negras,PÚENTE INTERNACIONAL,2022,DICIEMBRE,97525,84,2,0,0,174,0,4,1,0,0,0,0,0,97790,186,0,54962
Acuña,PÚENTE INTERNACIONAL,2022,DICIEMBRE,132488,330,0,0,0,1630,717,157,3202,17,24,0,1,0,138566,936,1,7104
Laredo,PÚENTE INTERNACIONAL,2022,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229513
   Línea Express,PÚENTE INTERNACIONAL,2022,DICIEMBRE,89396,0,0,0,0,0,0,0,0,0,0,0,0,0,89396,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,DICIEMBRE,248696,957,17,3120,0,426,19,66,1,0,0,0,0,0,253302,1887,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,DICIEMBRE,1781,0,148,4,0,1129,1050,151,11074,1858,37,1,67,0,17300,84,190,0
Chapalilla - Compostela ,CAMINO,2023,ENERO,"137,969","2,531","8,300","1,840",0,"6,698","6,080",612,"7,722","3,218",96,2,"1,874",0,"176,942",867,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,ENERO,"136,476",668,"4,450","6,302",0,"12,770","10,367","3,391","54,052","10,512","1,761",164,"23,653",0,"264,566","2,310",1,0
Culiacán,PUENTE NACIONAL,2023,ENERO,"206,521","2,642","6,233",473,21,"6,417","3,595",418,"6,235","1,185",1,2,549,0,"234,292","1,829",0,0
